# This is a Revit shared parameter file.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	2	IFC Properties
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE
PARAM	16d66900-d1bd-11e1-8000-00215ad4efdf	Position[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	1b028680-d1bd-11e1-8000-00215ad4efdf	Quality[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	ff96fa05-f686-4e3d-a847-fade5e2b5e00	FailPosition[Type]	TEXT		2	1	PEnum_FailPosition	1
PARAM	e1e81ba5-51a6-42f0-ab44-8d8f45ee2e02	ManualOverride[Type]	YESNO		2	1	IfcBoolean	1
PARAM	2a81cf80-d1bd-11e1-8000-00215ad4efdf	Reference[Type]	TEXT		2	1	IfcIdentifier	1
PARAM	3469a249-4193-4603-a1c9-c402d5623291	Application[Type]	TEXT		2	1	PEnum_UnitaryControlElementApplication	1
PARAM	296cf3e9-ce05-404a-9660-82a6649141a8	ActuatorInputPower[Type]	NUMBER		2	1	IfcPowerMeasure	1
PARAM	2664c48f-ae28-4f8f-bb3f-ce0d1992591d	ElectricActuatorType[Type]	TEXT		2	1	PEnum_ElectricActuatorType	1
PARAM	d7e30ad6-a08c-4c96-b9db-0082eff82a93	InputPressure[Type]	NUMBER		2	1	IfcPressureMeasure	1
PARAM	9612bd34-ebaf-4581-be79-2dc0333a607b	InputFlowrate[Type]	NUMBER		2	1	IfcVolumetricFlowRateMeasure	1
PARAM	5773faee-1bbb-4f15-8ce8-f88117246f61	Force[Type]	NUMBER		2	1	IfcForceMeasure	1
PARAM	27fbe1d5-eb7f-463c-a473-81f171c4b651	Stroke[Type]	LENGTH		2	1	IfcLengthMeasure	1
PARAM	3cf7d4ab-72e1-4b2a-806a-71e355de0774	Torque[Type]	NUMBER		2	1	IfcTorqueMeasure	1
PARAM	ab0365a2-e272-4f1a-8e2f-175d66c80088	RangeAngle[Type]	NUMBER		2	1	IfcPlaneAngleMeasure	1
PARAM	378156ca-36f6-492a-91d7-b758243ab12c	Name[Type]	TEXT		2	1	IfcLabel	1
PARAM	0f0a054a-3dce-42a4-9698-7f7af417eb03	Description[Type]	TEXT		2	1	IfcText	1
PARAM	42a315da-abcd-45c0-98fa-8507a397bec9	AirSideSystemType[Type]	TEXT		2	1	PEnum_AirSideSystemType	1
PARAM	4bac43da-bffb-4343-9514-3b79513fdede	AirSideSystemDistributionType[Type]	TEXT		2	1	PEnum_AirSideSystemDistributionType	1
PARAM	ea39505f-1931-4bef-b7c1-9115fcfc3d05	TotalAirflow[Type]	NUMBER		2	1	IfcVolumetricFlowRateMeasure	1
PARAM	2186ff4b-d2bf-4e73-a942-a8012ea51e90	EnergyGainTotal[Type]	NUMBER		2	1	IfcPowerMeasure	1
PARAM	381d38d3-0e61-4c75-8b1f-49a1c647ae2e	AirflowSensible[Type]	NUMBER		2	1	IfcVolumetricFlowRateMeasure	1
PARAM	e0f8bd9d-9150-4558-a800-91af15ef0345	EnergyGainSensible[Type]	NUMBER		2	1	IfcPowerMeasure	1
PARAM	b2a4ca27-cecb-47ea-b2a0-b821a7bbddfb	EnergyLoss[Type]	NUMBER		2	1	IfcPowerMeasure	1
PARAM	becb09c0-bef6-4684-a37b-5da458b3181f	LightingDiversity[Type]	NUMBER		2	1	IfcPositiveRatioMeasure	1
PARAM	cf698ca4-76ec-48ec-b4f7-9b740ae77df4	InfiltrationDiversitySummer[Type]	NUMBER		2	1	IfcPositiveRatioMeasure	1
PARAM	198bb748-39e5-4c8f-b0a5-400f304f8422	InfiltrationDiversityWinter[Type]	NUMBER		2	1	IfcPositiveRatioMeasure	1
PARAM	cf48f464-13f9-4cd3-bf19-5c165578723f	ApplianceDiversity[Type]	NUMBER		2	1	IfcPositiveRatioMeasure	1
PARAM	fd87003d-ecde-41b6-8a3c-f4a0aa940cf3	LoadSafetyFactor[Type]	NUMBER		2	1	IfcPositiveRatioMeasure	1
PARAM	abb3669e-6a35-4578-b450-bd2c2ef39f0c	HeatingTemperatureDelta[Type]	NUMBER		2	1	IfcThermodynamicTemperatureMeasure	1
PARAM	488028b2-c8e5-46d8-b5a6-f117ce4a3458	CoolingTemperatureDelta[Type]	NUMBER		2	1	IfcThermodynamicTemperatureMeasure	1
PARAM	3632d143-e091-425f-94bc-db1f0d556218	Ventilation[Type]	NUMBER		2	1	IfcVolumetricFlowRateMeasure	1
PARAM	b82a9bb5-6305-476d-9e41-09498349d85d	FanPower[Type]	NUMBER		2	1	IfcPowerMeasure	1
PARAM	d97a1314-5671-4096-a610-8eaa5e6d7642	DamperPosition[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	2184125c-64ac-411e-9020-2a3148e707d4	AtmosphericPressure[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	9e3af354-478a-4d81-9e70-6cf3019549d6	Sound[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	c6362692-9bcb-45e9-8f97-4a97f5b0e379	AirflowCurve[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	2a9e670e-98e3-483b-83bc-0ec1ebce4576	AirflowRateRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	b149a80f-850d-45b8-a682-ecca2a7f6791	AirPressureRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	09bcbb5b-27c2-4a42-b0e4-390fc485e022	NominalAirFlowRate[Type]	NUMBER		2	1	IfcVolumetricFlowRateMeasure	1
PARAM	61b1a93d-05b2-4d4c-9ea7-29f53bc3da48	ArrangementType[Type]	TEXT		2	1	PEnum_AirTerminalBoxArrangementType	1
PARAM	eda09b70-3725-4158-9bd7-a244bcab0a35	ReheatType[Type]	TEXT		2	1	PEnum_AirTerminalBoxReheatType	1
PARAM	7bf150b5-25f3-4ebf-8526-08c6ab549e4e	HasSoundAttenuator[Type]	YESNO		2	1	IfcBoolean	1
PARAM	3215b806-e8f0-4b77-b87e-a41008ac488d	HasReturnAir[Type]	YESNO		2	1	IfcBoolean	1
PARAM	cfee9251-910b-441c-80fc-fdd4c9996758	HasFan[Type]	YESNO		2	1	IfcBoolean	1
PARAM	5e2274a8-ad74-4088-b0a6-3f3033097b55	NominalInletAirPressure[Type]	NUMBER		2	1	IfcPressureMeasure	1
PARAM	e28fbef6-0c6f-48b2-bd2b-f181979cb6ac	NominalDamperDiameter[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	3b99adc2-d6cf-40f5-becb-89ea13604970	Material[Type]	MULTILINETEXT		2	1	IfcMaterial	1
PARAM	7586ab3a-2b3e-4215-9726-522bd9eed3e2	HousingThickness[Type]	LENGTH		2	1	IfcLengthMeasure	1
PARAM	3cf2a042-bf81-4569-b9eb-8efd0292e2dc	OperationTemperatureRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	96243549-d9f2-4331-bd54-44774bb83b73	ReturnAirFractionRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	b6de5f1c-2749-443c-be61-221c5a31e07b	Weight[Type]	NUMBER		2	1	IfcMassMeasure	1
PARAM	00311180-d1bf-11e1-8000-00215ad4efdf	AirflowType[Type]	TEXT		2	1	PEnum_AirTerminalAirflowType	1
PARAM	89dd48d1-b318-4f25-99c1-2f06ce904666	AirFlowRate[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	0fb05a80-d1bf-11e1-8000-00215ad4efdf	Location[Type]	TEXT		2	1	IfcLabel	1
PARAM	c145a0e6-4ee3-47ac-8c9b-3710eda469b9	NeckAirVelocity[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	84375263-302b-4f39-8116-8cac9cefb092	SupplyAirTemperatureHeating[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	4a98c423-9bb8-482c-97b3-d9f6bfa64495	SupplyAirTemperatureCooling[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	385043d7-7023-4bae-a8ec-86c29eca960b	PressureDrop[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	441868a5-0a78-4190-b0d8-a8c1275a3383	InductionRatio[Type]	MULTILINETEXT		2	1	PropertyTableValue	1
PARAM	47be75c8-1870-47d1-90a1-35ada9e28df9	CenterlineAirVelocity[Type]	MULTILINETEXT		2	1	PropertyTableValue	1
PARAM	41817a77-5969-4248-88d2-1b66aa1c2e02	Shape[Type]	TEXT		2	1	PEnum_DuctSilencerShape	1
PARAM	7fd022db-07a1-4b6f-a9e6-71a6d690072c	FlowPattern[Type]	TEXT		2	1	PEnum_AirTerminalFlowPattern	1
PARAM	4808a2a2-f46d-411f-80f8-bd126c5fbee8	AirFlowrateRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	cc0e16a8-65f5-44fc-97fb-b42dcec6ae75	TemperatureRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	5e7d1e09-f656-466e-aafc-25a08edeccb4	DischargeDirection[Type]	TEXT		2	1	PEnum_AirTerminalDischargeDirection	1
PARAM	45645e69-198f-4a10-9cb2-312ae113db45	ThrowLength[Type]	LENGTH		2	1	IfcLengthMeasure	1
PARAM	bea03bd4-495c-475e-a2a4-04f9cca6f8b0	AirDiffusionPerformanceIndex[Type]	NUMBER		2	1	IfcReal	1
PARAM	00b84b2f-69fe-4e7b-aa63-cf0ece5332f8	FinishType[Type]	TEXT		2	1	PEnum_AirTerminalFinishType	1
PARAM	217e7858-0a35-4ae8-95e0-376f2aef2e16	FinishColor[Type]	TEXT		2	1	IfcLabel	1
PARAM	e79f2570-7a8d-4406-947e-eec968620b32	MountingType[Type]	TEXT		2	1	PEnum_JunctionBoxMountingType	1
PARAM	6f8c6160-255a-4f6d-b991-67ef30d011db	CoreType[Type]	TEXT		2	1	PEnum_AirTerminalCoreType	1
PARAM	7f01522b-4667-46ad-bb6b-6f8a84950dd5	CoreSetHorizontal[Type]	NUMBER		2	1	IfcPlaneAngleMeasure	1
PARAM	a7c09332-26ed-4f61-86e2-1fbcf249ed1c	CoreSetVertical[Type]	NUMBER		2	1	IfcPlaneAngleMeasure	1
PARAM	884df443-0e46-4375-83c7-6ce2d35dc8f8	HasIntegralControl[Type]	YESNO		2	1	IfcBoolean	1
PARAM	f395a704-1917-4847-a0ad-0e3310486dfe	FlowControlType[Type]	TEXT		2	1	PEnum_AirTerminalFlowControlType	1
PARAM	45302f74-06a5-4338-9569-a6829957d604	HasThermalInsulation[Type]	YESNO		2	1	IfcBoolean	1
PARAM	a1d180b3-b80d-4acb-8767-bd96b29a7e84	NeckArea[Type]	AREA		2	1	IfcAreaMeasure	1
PARAM	f274b9dc-df46-4d4d-9491-4051b0f2b540	EffectiveArea[Type]	AREA		2	1	IfcAreaMeasure	1
PARAM	603f3e8d-9efd-4ce8-8682-900033215349	AirFlowrateVersusFlowControlElement[Type]	MULTILINETEXT		2	1	PropertyTableValue	1
PARAM	7b92c300-d1bf-11e1-8000-00215ad4efdf	FaceType[Type]	TEXT		2	1	PEnum_AirTerminalFaceType	1
PARAM	9107ed00-d1bf-11e1-8000-00215ad4efdf	SlotWidth[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	96653780-d1bf-11e1-8000-00215ad4efdf	SlotLength[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	9c5b1880-d1bf-11e1-8000-00215ad4efdf	NumberOfSlots[Type]	INTEGER		2	1	IfcInteger	1
PARAM	82588515-60d0-430d-b57c-3bcff93a794e	SensibleEffectiveness[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	2e9bf4ba-2305-4592-bc24-006ed36a0035	TotalEffectiveness[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	9ecfa112-fc5e-4080-9aa3-b3a2ef05cfdd	TemperatureEffectiveness[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	4f3ff1b9-01fc-4cea-9b1f-7890ee7c8da3	DefrostTemperatureEffectiveness[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	97bdd3c0-da1c-43cd-b250-b45202885538	HumidityEffectiveness[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	b6c7a6ad-c2c2-4b62-ad87-048ebba001df	SensibleHeatTransferRate[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	3b2ba673-6537-4106-9ffd-b7be4caad157	LatentHeatTransferRate[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	164b1751-a75e-4b91-ba1f-2d9b76da1deb	TotalHeatTransferRate[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	3173c70b-1812-4a5c-ab58-3f7d726248f3	SensibleEffectivenessTable[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	86654c55-c653-4186-9f40-eaf366327032	TotalEffectivenessTable[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	3cc13f94-0da1-432e-a314-27a1b23a744f	AirPressureDropCurves[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	8ebce73f-cf3e-4e9f-86e3-3a99b55e0f74	HeatTransferTypeEnum[Type]	TEXT		2	1	PEnum_AirToAirHeatTransferHeatTransferType	1
PARAM	83170a89-7bf0-4358-a389-6d7434fd94d6	MediaMaterial[Type]	MULTILINETEXT		2	1	IfcMaterial	1
PARAM	93041acc-bf14-4dd4-91a5-8287a6fd1538	HasDefrost[Type]	YESNO		2	1	IfcBoolean	1
PARAM	72f83331-b10e-4197-8ae3-c8eda0b90480	OperationalTemperatureRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	f769208a-234a-4b45-99d8-82cc403f460c	PrimaryAirflowRateRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	b23630a1-cac0-4fbd-83fe-795e9654bc8f	SecondaryAirflowRateRange[Type]	MULTILINETEXT		2	1	PropertyBoundedValue	1
PARAM	a893a580-d1c0-11e1-8000-00215ad4efdf	HeatTransferType[Type]	TEXT		2	1	PEnum_HeatTransferType	1
PARAM	ea245080-d1c0-11e1-8000-00215ad4efdf	Enabled[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	ef819b00-d1c0-11e1-8000-00215ad4efdf	Condition[Type]	MULTILINETEXT		2	1	PropertyTableValue	1
PARAM	f3adb880-d1c0-11e1-8000-00215ad4efdf	Severity[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	f90b0300-d1c0-11e1-8000-00215ad4efdf	Acknowledge[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	fc9e8a00-d1c0-11e1-8000-00215ad4efdf	User[Type]	MULTILINETEXT		2	1	IfcTimeSeries	1
PARAM	96ae426a-b041-42e2-a219-f7135329f284	HighLimit[Type]	NUMBER		2	1	IfcReal	1
PARAM	97f247b8-48ec-445f-a288-f1ad0b12ae63	LowLimit[Type]	NUMBER		2	1	IfcReal	1
PARAM	cb69a9ce-ce7e-4297-b718-2db511b578f3	Deadband[Type]	NUMBER		2	1	IfcReal	1
PARAM	694374bf-d658-42b5-ae1b-4a9f32e61e89	HighLimitEnable[Type]	YESNO		2	1	IfcBoolean	1
PARAM	927995cb-c47c-4f9f-b224-38f9639e41d3	LowLimitEnable[Type]	YESNO		2	1	IfcBoolean	1
PARAM	c0c8f401-94c5-4453-a1d5-d9dbf2ecafcc	EventEnable[Type]	TEXT		2	1	PEnum_BACnetEventEnableType	1
PARAM	2bc1f9ad-9160-486f-aa74-9b8024273f5e	NotifyType[Type]	TEXT		2	1	PEnum_BACnetNotifyType	1
PARAM	340d3680-d1c1-11e1-8000-00215ad4efdf	ContourValue[Type]	LENGTH		2	1	IfcLengthMeasure	1
PARAM	41c2bc00-d1c1-11e1-8000-00215ad4efdf	SetbackDistance[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	47b89d00-d1c1-11e1-8000-00215ad4efdf	VisibleAngleLeft[Type]	ANGLE		2	1	IfcPositivePlaneAngleMeasure	1
PARAM	4d15e780-d1c1-11e1-8000-00215ad4efdf	VisibleAngleRight[Type]	ANGLE		2	1	IfcPositivePlaneAngleMeasure	1
PARAM	51da9b80-d1c1-11e1-8000-00215ad4efdf	RoadVisibleDistanceLeft[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	57d07c80-d1c1-11e1-8000-00215ad4efdf	RoadVisibleDistanceRight[Type]	LENGTH		2	1	IfcPositiveLengthMeasure	1
PARAM	63bc3e80-d1c1-11e1-8000-00215ad4efdf	AcquisitionMethod[Type]	TEXT		2	1	PEnum_AcquisitionMethod	1
PARAM	76cf0e80-d1c1-11e1-8000-00215ad4efdf	AccuracyQualityObtained[Type]	NUMBER		2	1	IfcRatioMeasure	1
